id,name,class
294,"""00045454""",000458
295,"""00045387""",000458
296,"""00045347""",000458
297,"""00045342""",000458
298,"""00045399""",000458
299,"""00045482""",000458
300,"""00045479""",000458
301,"""00045421""",000458
302,"""00045499""",000458
303,"""00045373""",000458
304,"""00045370""",000458
305,"""00045327""",000458
306,"""00045388""",000458
307,"""00045348""",000458
308,"""00045448""",000458
309,"""00045481""",000458
310,"""00045493""",000458
311,"""00045422""",000458
312,"""00045296""",000457
313,"""00045313""",000457
314,"""00045304""",000457
315,"""00045308""",000457
316,"""00045315""",000457
317,"""00045317""",000457
318,"""00045295""",000457
319,"""00045314""",000457
320,"""00045293""",000457
321,"""00045316""",000457
322,"""00045297""",000457
323,"""00045307""",000457
324,"""00045294""",000457
325,"""00045305""",000457
326,"""00045300""",000457
327,"""00045299""",000457
328,"""00045292""",000457
329,"""00045301""",000457
330,"""00045310""",000457
331,"""00045306""",000457
332,"""00045298""",000457
333,"""00045312""",000457
334,"""00045302""",000457
335,"""00045303""",000457
336,"""00045309""",000457
337,"""00045311""",000457
338,"""00045590""",000461
339,"""00045589""",000461
340,"""00045611""",000461
341,"""00045576""",000461
342,"""00045616""",000461
343,"""00045610""",000461
344,"""00045578""",000461
345,"""00045602""",000461
346,"""00045606""",000461
347,"""00045607""",000461
348,"""00045614""",000461
349,"""00045593""",000461
350,"""00045598""",000461
351,"""00045609""",000461
352,"""00045597""",000461
353,"""00045617""",000461
354,"""00045580""",000461
355,"""00045608""",000461
356,"""00045613""",000461
357,"""00045575""",000461
358,"""00045604""",000461
359,"""00045591""",000461
360,"""00045574""",000461
361,"""00045587""",000461
362,"""00045581""",000461
363,"""00045579""",000461
364,"""00045600""",000461
365,"""00045583""",000461
366,"""00045577""",000461
367,"""00045570""",000461
368,"""00045582""",000461
369,"""00045615""",000461
370,"""00045585""",000461
371,"""00045603""",000461
372,"""00045596""",000461
373,"""00045584""",000461
374,"""00045599""",000461
375,"""00045588""",000461
376,"""00045571""",000461
377,"""00045586""",000461
378,"""00045573""",000461
379,"""00045569""",000461
380,"""00045605""",000461
381,"""00045572""",000461
382,"""00045612""",000461
383,"""00045601""",000461
384,"""00045592""",000461
385,"""00045595""",000461
386,"""00045594""",000461
387,"""00045864""",000466
388,"""00045855""",000466
389,"""00045858""",000466
390,"""00045854""",000466
391,"""00045847""",000466
392,"""00045856""",000466
393,"""00045865""",000466
394,"""00045868""",000466
395,"""00045867""",000466
396,"""00045862""",000466
397,"""00045853""",000466
398,"""00045852""",000466
399,"""00045861""",000466
400,"""00045845""",000466
401,"""00045848""",000466
402,"""00045850""",000466
403,"""00045869""",000466
404,"""00045863""",000466
405,"""00045849""",000466
406,"""00045857""",000466
407,"""00045860""",000466
408,"""00045866""",000466
409,"""00045851""",000466
410,"""00045859""",000466
411,"""00045846""",000466
412,"""00045031""",000455
413,"""00045034""",000455
414,"""00045023""",000455
415,"""00045003""",000455
416,"""00045021""",000455
417,"""00045029""",000455
418,"""00045017""",000455
419,"""00045028""",000455
420,"""00044997""",000455
421,"""00045007""",000455
422,"""00045014""",000455
423,"""00045024""",000455
424,"""00044987""",000455
425,"""00044994""",000455
426,"""00044996""",000455
427,"""00044995""",000455
428,"""00045004""",000455
429,"""00045010""",000455
430,"""00045002""",000455
431,"""00045006""",000455
432,"""00044985""",000455
433,"""00044986""",000455
434,"""00045005""",000455
435,"""00044983""",000455
436,"""00045001""",000455
437,"""00045033""",000455
438,"""00045013""",000455
439,"""00045030""",000455
440,"""00045027""",000455
441,"""00044984""",000455
442,"""00045000""",000455
443,"""00044991""",000455
444,"""00045025""",000455
445,"""00045019""",000455
446,"""00045016""",000455
447,"""00045012""",000455
448,"""00045011""",000455
449,"""00045032""",000455
450,"""00044988""",000455
451,"""00045020""",000455
452,"""00044989""",000455
453,"""00045035""",000455
454,"""00044992""",000455
455,"""00044999""",000455
456,"""00045009""",000455
457,"""00045018""",000455
458,"""00045022""",000455
459,"""00045026""",000455
460,"""00044998""",000455
461,"""00045008""",000455
462,"""00044993""",000455
463,"""00045015""",000455
464,"""00044990""",000455
465,"""00045043""",000455
466,"""00045040""",000455
467,"""00045050""",000455
468,"""00045051""",000455
469,"""00045044""",000455
470,"""00045048""",000455
471,"""00045041""",000455
472,"""00045046""",000455
473,"""00045038""",000455
474,"""00045045""",000455
475,"""00045042""",000455
476,"""00045036""",000455
477,"""00045037""",000455
478,"""00045047""",000455
479,"""00045049""",000455
480,"""00045039""",000455
481,"""00045058""",000455
482,"""00045053""",000455
483,"""00045061""",000455
484,"""00045054""",000455
485,"""00045059""",000455
486,"""00045062""",000455
487,"""00045064""",000455
488,"""00045065""",000455
489,"""00045063""",000455
490,"""00045071""",000455
491,"""00045070""",000455
492,"""00045066""",000455
493,"""00045067""",000455
494,"""00045068""",000455
495,"""00045052""",000455
496,"""00045060""",000455
497,"""00045055""",000455
498,"""00045069""",000455
499,"""00045057""",000455
500,"""00045056""",000455
501,"""00045073""",000455
502,"""00045081""",000455
503,"""00045095""",000455
504,"""00045105""",000455
505,"""00045087""",000455
506,"""00045104""",000455
507,"""00045085""",000455
508,"""00045107""",000455
509,"""00045074""",000455
510,"""00045099""",000455
511,"""00045106""",000455
512,"""00045090""",000455
513,"""00045072""",000455
514,"""00045093""",000455
515,"""00045100""",000455
516,"""00045077""",000455
517,"""00045078""",000455
518,"""00045102""",000455
519,"""00045103""",000455
520,"""00045091""",000455
521,"""00045096""",000455
522,"""00045083""",000455
523,"""00045098""",000455
524,"""00045084""",000455
525,"""00045076""",000455
526,"""00045080""",000455
527,"""00045075""",000455
528,"""00045082""",000455
529,"""00045079""",000455
530,"""00045086""",000455
531,"""00045089""",000455
532,"""00045101""",000455
533,"""00045094""",000455
534,"""00045097""",000455
535,"""00045092""",000455
536,"""00045088""",000455
537,"""00045137""",000455
538,"""00045130""",000455
539,"""00045123""",000455
540,"""00045138""",000455
541,"""00045129""",000455
542,"""00045132""",000455
543,"""00045109""",000455
544,"""00045210""",000455
545,"""00045122""",000455
546,"""00045190""",000455
547,"""00045108""",000455
548,"""00045131""",000455
549,"""00045126""",000455
550,"""00045178""",000455
551,"""00045124""",000455
552,"""00045194""",000455
553,"""00045150""",000455
554,"""00045146""",000455
555,"""00045176""",000455
556,"""00045142""",000455
557,"""00045195""",000455
558,"""00045181""",000455
559,"""00045165""",000455
560,"""00045169""",000455
561,"""00045193""",000455
562,"""00045198""",000455
563,"""00045191""",000455
564,"""00045145""",000455
565,"""00045174""",000455
566,"""00045140""",000455
567,"""00045173""",000455
568,"""00045167""",000455
569,"""00045208""",000455
570,"""00045172""",000455
571,"""00045114""",000455
572,"""00045189""",000455
573,"""00045187""",000455
574,"""00045139""",000455
575,"""00045120""",000455
576,"""00045199""",000455
577,"""00045204""",000455
578,"""00045128""",000455
579,"""00045200""",000455
580,"""00045113""",000455
581,"""00045147""",000455
582,"""00045112""",000455
583,"""00045168""",000455
584,"""00045149""",000455
585,"""00045203""",000455
586,"""00045180""",000455
587,"""00045134""",000455
588,"""00045170""",000455
589,"""00045213""",000455
590,"""00045184""",000455
591,"""00045211""",000455
592,"""00045197""",000455
593,"""00045111""",000455
594,"""00045119""",000455
595,"""00045127""",000455
596,"""00045201""",000455
597,"""00045110""",000455
598,"""00045162""",000455
599,"""00045151""",000455
600,"""00045207""",000455
601,"""00045143""",000455
602,"""00045209""",000455
603,"""00045185""",000455
604,"""00045171""",000455
605,"""00045186""",000455
606,"""00045148""",000455
607,"""00045179""",000455
608,"""00045116""",000455
609,"""00045202""",000455
610,"""00045152""",000455
611,"""00045159""",000455
612,"""00045156""",000455
613,"""00045118""",000455
614,"""00045188""",000455
615,"""00045133""",000455
616,"""00045115""",000455
617,"""00045163""",000455
618,"""00045196""",000455
619,"""00045192""",000455
620,"""00045153""",000455
621,"""00045154""",000455
622,"""00045141""",000455
623,"""00045157""",000455
624,"""00045164""",000455
625,"""00045214""",000455
626,"""00045117""",000455
627,"""00045136""",000455
628,"""00045206""",000455
629,"""00045166""",000455
630,"""00045144""",000455
631,"""00045182""",000455
632,"""00045212""",000455
633,"""00045160""",000455
634,"""00045158""",000455
635,"""00045155""",000455
636,"""00045161""",000455
637,"""00045177""",000455
638,"""00045183""",000455
639,"""00045175""",000455
640,"""00045135""",000455
641,"""00045125""",000455
642,"""00045205""",000455
643,"""00045121""",000455
644,"""00045821""",000465
645,"""00045843""",000465
646,"""00045824""",000465
647,"""00045842""",000465
648,"""00045839""",000465
649,"""00045818""",000465
650,"""00045827""",000465
651,"""00045840""",000465
652,"""00045844""",000465
653,"""00045836""",000465
654,"""00045833""",000465
655,"""00045829""",000465
656,"""00045837""",000465
657,"""00045841""",000465
658,"""00045817""",000465
659,"""00045820""",000465
660,"""00045834""",000465
661,"""00045825""",000465
662,"""00045831""",000465
663,"""00045816""",000465
664,"""00045822""",000465
665,"""00045838""",000465
666,"""00045830""",000465
667,"""00045828""",000465
668,"""00045832""",000465
669,"""00045826""",000465
670,"""00045823""",000465
671,"""00045835""",000465
672,"""00045819""",000465
673,"""00045815""",000465
674,"""00045749""",000464
675,"""00045793""",000464
676,"""00045753""",000464
677,"""00045728""",000464
678,"""00045790""",000464
679,"""00045779""",000464
680,"""00045804""",000464
681,"""00045774""",000464
682,"""00045766""",000464
683,"""00045756""",000464
684,"""00045777""",000464
685,"""00045769""",000464
686,"""00045789""",000464
687,"""00045732""",000464
688,"""00045794""",000464
689,"""00045788""",000464
690,"""00045770""",000464
691,"""00045752""",000464
692,"""00045772""",000464
693,"""00045759""",000464
694,"""00045729""",000464
695,"""00045780""",000464
696,"""00045807""",000464
697,"""00045809""",000464
698,"""00045763""",000464
699,"""00045796""",000464
700,"""00045730""",000464
701,"""00045764""",000464
702,"""00045802""",000464
703,"""00045782""",000464
704,"""00045765""",000464
705,"""00045735""",000464
706,"""00045812""",000464
707,"""00045758""",000464
708,"""00045731""",000464
709,"""00045803""",000464
710,"""00045798""",000464
711,"""00045741""",000464
712,"""00045757""",000464
713,"""00045754""",000464
714,"""00045801""",000464
715,"""00045755""",000464
716,"""00045776""",000464
717,"""00045750""",000464
718,"""00045791""",000464
719,"""00045736""",000464
720,"""00045751""",000464
721,"""00045785""",000464
722,"""00045792""",000464
723,"""00045748""",000464
724,"""00045747""",000464
725,"""00045800""",000464
726,"""00045734""",000464
727,"""00045811""",000464
728,"""00045744""",000464
729,"""00045761""",000464
730,"""00045738""",000464
731,"""00045773""",000464
732,"""00045771""",000464
733,"""00045795""",000464
734,"""00045786""",000464
735,"""00045737""",000464
736,"""00045775""",000464
737,"""00045814""",000464
738,"""00045743""",000464
739,"""00045762""",000464
740,"""00045733""",000464
741,"""00045746""",000464
742,"""00045783""",000464
743,"""00045797""",000464
744,"""00045808""",000464
745,"""00045781""",000464
746,"""00045799""",000464
747,"""00045768""",000464
748,"""00045805""",000464
749,"""00045810""",000464
750,"""00045767""",000464
751,"""00045806""",000464
752,"""00045760""",000464
753,"""00045778""",000464
754,"""00045813""",000464
755,"""00045739""",000464
756,"""00045787""",000464
757,"""00045745""",000464
758,"""00045742""",000464
759,"""00045740""",000464
760,"""00045784""",000464
761,"""00045536""",000459
762,"""00045537""",000459
763,"""00045533""",000459
764,"""00045529""",000459
765,"""00045535""",000459
766,"""00045522""",000459
767,"""00045541""",000459
768,"""00045544""",000459
769,"""00045539""",000459
770,"""00045525""",000459
771,"""00045547""",000459
772,"""00045543""",000459
773,"""00045526""",000459
774,"""00045523""",000459
775,"""00045545""",000459
776,"""00045542""",000459
777,"""00045532""",000459
778,"""00045530""",000459
779,"""00045524""",000459
780,"""00045528""",000459
781,"""00045546""",000459
782,"""00045538""",000459
783,"""00045520""",000459
784,"""00045534""",000459
785,"""00045521""",000459
786,"""00045540""",000459
787,"""00045527""",000459
788,"""00045519""",000459
789,"""00045531""",000459
790,"""00045231""",000456
791,"""00045279""",000456
792,"""00045288""",000456
793,"""00045225""",000456
794,"""00045223""",000456
795,"""00045270""",000456
796,"""00045274""",000456
797,"""00045243""",000456
798,"""00045271""",000456
799,"""00045241""",000456
800,"""00045226""",000456
801,"""00045272""",000456
802,"""00045286""",000456
803,"""00045266""",000456
804,"""00045265""",000456
805,"""00045221""",000456
806,"""00045264""",000456
807,"""00045218""",000456
808,"""00045280""",000456
809,"""00045251""",000456
810,"""00045268""",000456
811,"""00045287""",000456
812,"""00045267""",000456
813,"""00045273""",000456
814,"""00045217""",000456
815,"""00045276""",000456
816,"""00045222""",000456
817,"""00045269""",000456
818,"""00045220""",000456
819,"""00045247""",000456
820,"""00045233""",000456
821,"""00045263""",000456
822,"""00045282""",000456
823,"""00045232""",000456
824,"""00045258""",000456
825,"""00045290""",000456
826,"""00045242""",000456
827,"""00045244""",000456
828,"""00045228""",000456
829,"""00045229""",000456
830,"""00045283""",000456
831,"""00045261""",000456
832,"""00045289""",000456
833,"""00045259""",000456
834,"""00045262""",000456
835,"""00045227""",000456
836,"""00045253""",000456
837,"""00045234""",000456
838,"""00045230""",000456
839,"""00045291""",000456
840,"""00045246""",000456
841,"""00045224""",000456
842,"""00045215""",000456
843,"""00045238""",000456
844,"""00045281""",000456
845,"""00045239""",000456
846,"""00045277""",000456
847,"""00045216""",000456
848,"""00045237""",000456
849,"""00045252""",000456
850,"""00045250""",000456
851,"""00045240""",000456
852,"""00045248""",000456
853,"""00045249""",000456
854,"""00045254""",000456
855,"""00045275""",000456
856,"""00045260""",000456
857,"""00045278""",000456
858,"""00045245""",000456
859,"""00045284""",000456
860,"""00045236""",000456
861,"""00045235""",000456
862,"""00045285""",000456
863,"""00045257""",000456
864,"""00045256""",000456
865,"""00045255""",000456
866,"""00045219""",000456
867,"""00045558""",000460
868,"""00045565""",000460
869,"""00045555""",000460
870,"""00045561""",000460
871,"""00045556""",000460
872,"""00045553""",000460
873,"""00045549""",000460
874,"""00045566""",000460
875,"""00045563""",000460
876,"""00045557""",000460
877,"""00045552""",000460
878,"""00045559""",000460
879,"""00045548""",000460
880,"""00045562""",000460
881,"""00045564""",000460
882,"""00045550""",000460
883,"""00045551""",000460
884,"""00045567""",000460
885,"""00045568""",000460
886,"""00045554""",000460
887,"""00045560""",000460
888,"""00046589""",000472
889,"""00046590""",000472
890,"""00046594""",000472
891,"""00046598""",000472
892,"""00046585""",000472
893,"""00046584""",000472
894,"""00046596""",000472
895,"""00046587""",000472
896,"""00046581""",000472
897,"""00046591""",000472
898,"""00046583""",000472
899,"""00046592""",000472
900,"""00046588""",000472
901,"""00046582""",000472
902,"""00046593""",000472
903,"""00046580""",000472
904,"""00046595""",000472
905,"""00046597""",000472
906,"""00046586""",000472
907,"""00046502""",000470
908,"""00046485""",000470
909,"""00046484""",000470
910,"""00046543""",000470
911,"""00046552""",000470
912,"""00046506""",000470
913,"""00046518""",000470
914,"""00046501""",000470
915,"""00046536""",000470
916,"""00046519""",000470
917,"""00046515""",000470
918,"""00046523""",000470
919,"""00046538""",000470
920,"""00046535""",000470
921,"""00046494""",000470
922,"""00046503""",000470
923,"""00046542""",000470
924,"""00046521""",000470
925,"""00046508""",000470
926,"""00046528""",000470
927,"""00046520""",000470
928,"""00046527""",000470
929,"""00046500""",000470
930,"""00046512""",000470
931,"""00046555""",000470
932,"""00046507""",000470
933,"""00046533""",000470
934,"""00046511""",000470
935,"""00046516""",000470
936,"""00046517""",000470
937,"""00046540""",000470
938,"""00046496""",000470
939,"""00046487""",000470
940,"""00046514""",000470
941,"""00046525""",000470
942,"""00046537""",000470
943,"""00046510""",000470
944,"""00046509""",000470
945,"""00046495""",000470
946,"""00046505""",000470
947,"""00046551""",000470
948,"""00046547""",000470
949,"""00046486""",000470
950,"""00046498""",000470
951,"""00046544""",000470
952,"""00046549""",000470
953,"""00046532""",000470
954,"""00046493""",000470
955,"""00046534""",000470
956,"""00046491""",000470
957,"""00046553""",000470
958,"""00046529""",000470
959,"""00046554""",000470
960,"""00046483""",000470
961,"""00046548""",000470
962,"""00046499""",000470
963,"""00046513""",000470
964,"""00046541""",000470
965,"""00046492""",000470
966,"""00046497""",000470
967,"""00046524""",000470
968,"""00046504""",000470
969,"""00046488""",000470
970,"""00046522""",000470
971,"""00046489""",000470
972,"""00046531""",000470
973,"""00046539""",000470
974,"""00046546""",000470
975,"""00046490""",000470
976,"""00046526""",000470
977,"""00046550""",000470
978,"""00046530""",000470
979,"""00046545""",000470
980,"""00046850""",000475
981,"""00046861""",000475
982,"""00046838""",000475
983,"""00046844""",000475
984,"""00046859""",000475
985,"""00046840""",000475
986,"""00046857""",000475
987,"""00046858""",000475
988,"""00046851""",000475
989,"""00046864""",000475
990,"""00046868""",000475
991,"""00046849""",000475
992,"""00046842""",000475
993,"""00046853""",000475
994,"""00046852""",000475
995,"""00046841""",000475
996,"""00046867""",000475
997,"""00046847""",000475
998,"""00046869""",000475
999,"""00046855""",000475
1000,"""00046846""",000475
1001,"""00046865""",000475
1002,"""00046866""",000475
1003,"""00046839""",000475
1004,"""00046848""",000475
1005,"""00046863""",000475
1006,"""00046860""",000475
1007,"""00046856""",000475
1008,"""00046843""",000475
1009,"""00046845""",000475
1010,"""00046854""",000475
1011,"""00046862""",000475
1012,"""00046668""",000473
1013,"""00046697""",000473
1014,"""00046675""",000473
1015,"""00046665""",000473
1016,"""00046797""",000473
1017,"""00046723""",000473
1018,"""00046729""",000473
1019,"""00046669""",000473
1020,"""00046673""",000473
1021,"""00046645""",000473
1022,"""00046663""",000473
1023,"""00046707""",000473
1024,"""00046677""",000473
1025,"""00046625""",000473
1026,"""00046789""",000473
1027,"""00046744""",000473
1028,"""00046699""",000473
1029,"""00046773""",000473
1030,"""00046637""",000473
1031,"""00046740""",000473
1032,"""00046641""",000473
1033,"""00046795""",000473
1034,"""00046793""",000473
1035,"""00046635""",000473
1036,"""00046767""",000473
1037,"""00046701""",000473
1038,"""00046649""",000473
1039,"""00046693""",000473
1040,"""00046739""",000473
1041,"""00046754""",000473
1042,"""00046716""",000473
1043,"""00046629""",000473
1044,"""00046759""",000473
1045,"""00046682""",000473
1046,"""00046652""",000473
1047,"""00046778""",000473
1048,"""00046702""",000473
1049,"""00046617""",000473
1050,"""00046664""",000473
1051,"""00046708""",000473
1052,"""00046770""",000473
1053,"""00046805""",000473
1054,"""00046621""",000473
1055,"""00046762""",000473
1056,"""00046713""",000473
1057,"""00046804""",000473
1058,"""00046764""",000473
1059,"""00046605""",000473
1060,"""00046600""",000473
1061,"""00046731""",000473
1062,"""00046622""",000473
1063,"""00046769""",000473
1064,"""00046660""",000473
1065,"""00046783""",000473
1066,"""00046742""",000473
1067,"""00046685""",000473
1068,"""00046607""",000473
1069,"""00046776""",000473
1070,"""00046612""",000473
1071,"""00046636""",000473
1072,"""00046719""",000473
1073,"""00046640""",000473
1074,"""00046768""",000473
1075,"""00046670""",000473
1076,"""00046680""",000473
1077,"""00046689""",000473
1078,"""00046785""",000473
1079,"""00046610""",000473
1080,"""00046647""",000473
1081,"""00046642""",000473
1082,"""00046632""",000473
1083,"""00046658""",000473
1084,"""00046714""",000473
1085,"""00046604""",000473
1086,"""00046779""",000473
1087,"""00046628""",000473
1088,"""00046646""",000473
1089,"""00046616""",000473
1090,"""00046717""",000473
1091,"""00046772""",000473
1092,"""00046620""",000473
1093,"""00046687""",000473
1094,"""00046715""",000473
1095,"""00046775""",000473
1096,"""00046777""",000473
1097,"""00046666""",000473
1098,"""00046735""",000473
1099,"""00046608""",000473
1100,"""00046730""",000473
1101,"""00046765""",000473
1102,"""00046753""",000473
1103,"""00046648""",000473
1104,"""00046741""",000473
1105,"""00046792""",000473
1106,"""00046800""",000473
1107,"""00046615""",000473
1108,"""00046599""",000473
1109,"""00046618""",000473
1110,"""00046733""",000473
1111,"""00046631""",000473
1112,"""00046634""",000473
1113,"""00046686""",000473
1114,"""00046724""",000473
1115,"""00046614""",000473
1116,"""00046688""",000473
1117,"""00046727""",000473
1118,"""00046650""",000473
1119,"""00046721""",000473
1120,"""00046700""",000473
1121,"""00046662""",000473
1122,"""00046718""",000473
1123,"""00046657""",000473
1124,"""00046695""",000473
1125,"""00046659""",000473
1126,"""00046760""",000473
1127,"""00046698""",000473
1128,"""00046720""",000473
1129,"""00046706""",000473
1130,"""00046750""",000473
1131,"""00046606""",000473
1132,"""00046630""",000473
1133,"""00046790""",000473
1134,"""00046667""",000473
1135,"""00046653""",000473
1136,"""00046671""",000473
1137,"""00046709""",000473
1138,"""00046638""",000473
1139,"""00046705""",000473
1140,"""00046738""",000473
1141,"""00046602""",000473
1142,"""00046623""",000473
1143,"""00046734""",000473
1144,"""00046609""",000473
1145,"""00046691""",000473
1146,"""00046643""",000473
1147,"""00046679""",000473
1148,"""00046726""",000473
1149,"""00046696""",000473
1150,"""00046633""",000473
1151,"""00046763""",000473
1152,"""00046728""",000473
